yelp_index,yelp_name,yelp_rating,yelp_distance
28,Yann Couvreur Patisserie,5.0,864.5415497273615
28,J9 Smoothie Bar and Grill,5.0,452.8269491422502
28,Unique Designer's Cake,5.0,370.53259584392134
28,Cucina Bambina,5.0,45515.38562796529
28,Luncheria,5.0,865.4742895271949
28,Kobschie's Ice Rolls,5.0,82899.98949965443
28,City Cigar Lounge,5.0,421.7121891039494
28,Shishkabob Mediterranean Cuisine,5.0,893.5839712285965
28,Suite Habana Cafe,5.0,2444.6979883622266
28,George's Shawarma,5.0,16930.123863152472
29,Lock and Load Miami Machine Gun Experience,5.0,904.0226751947736
29,Italian Vice,5.0,1659.71564632675
29,Taste of R Cuisine,5.0,1207.6120661313623
29,Sandwicheries,5.0,32336.057600034404
29,Jacky's Cafe,5.0,661.5843101756249
29,Shukran Mediterranean Food,5.0,375.42946772342384
29,LIRA Beirut eatery,5.0,511.0230278969104
29,V Gelato & Cafe,5.0,309.7730406225522
29,Organic Food Kings,5.0,1246.253461724171
29,Walt Grace Vintage,5.0,366.15572318366804
29,Savage Labs,5.0,234.5663495194214
29,Ruka Winewood,5.0,921.4752279028439
29,Suite Habana Cafe,5.0,915.9921299462214
29,Cielito Artisan Pops,5.0,462.40948634314617
29,Museum of Graffiti,5.0,402.30966441293253
29,Jenny with the pot,5.0,574.2336669658354
29,Casa Roma Pizza al Taglio,5.0,902.0911376317973
29,Hiden,4.5,320.35595427096354
29,Uchi,4.5,388.52728073822743
29,Lock and Load Miami Machine Gun Experience & Range,4.5,903.7385411708528
30,Farm To Fork Meals,5.0,952.6760025428891
30,Lock and Load Miami Machine Gun Experience,5.0,682.1595095870446
30,Italian Vice,5.0,2047.6226207477507
30,Taste of R Cuisine,5.0,785.6839399211752
30,Sandwicheries,5.0,32109.33740239157
30,Jacky's Cafe,5.0,605.8643924929302
30,Shukran Mediterranean Food,5.0,449.9760094293171
30,Minty Z - Midtown,5.0,1194.8022128835878
30,The Crepes and Waffles Bar,5.0,941.4502772355214
30,LIRA Beirut eatery,5.0,763.735682412073
30,V Gelato & Cafe,5.0,152.6021833834198
30,Organic Food Kings,5.0,820.4719194968751
30,Walt Grace Vintage,5.0,107.44965254400407
30,Savage Labs,5.0,229.6134219159827
30,Ruka Winewood,5.0,770.6166743481748
30,Suite Habana Cafe,5.0,658.7676416117865
30,Cielito Artisan Pops,5.0,30.871912229919193
30,Fresh Kitchen Miami Midtown,5.0,971.1975111728724
30,Museum of Graffiti,5.0,121.0419115953842
30,Jenny with the pot,5.0,482.6803630379035
31,Farm To Fork Meals,5.0,756.3868757077249
31,Lock and Load Miami Machine Gun Experience,5.0,445.20462469379663
31,Italian Vice,5.0,1949.3886827347699
31,Taste of R Cuisine,5.0,706.539182647972
31,Sandwicheries,5.0,32321.755997094675
31,Jacky's Cafe,5.0,847.7093150380158
31,Shukran Mediterranean Food,5.0,312.63908903703464
31,Minty Z - Midtown,5.0,1103.2339053370201
31,The Crepes and Waffles Bar,5.0,721.0057860575284
31,LIRA Beirut eatery,5.0,636.3145105968592
31,V Gelato & Cafe,5.0,251.89217027196068
31,Organic Food Kings,5.0,747.8600684420129
31,Walt Grace Vintage,5.0,211.85428205077568
31,Mamma Leone Bakery,5.0,802.6591200684169
31,Savage Labs,5.0,374.8884936318026
31,Ruka Winewood,5.0,524.6584334246537
31,La Bottega,5.0,1083.298851114559
31,Suite Habana Cafe,5.0,432.52926698911324
31,Cielito Artisan Pops,5.0,276.1470416937034
31,Fresh Kitchen Miami Midtown,5.0,882.9958169153881
32,Farm To Fork Meals,5.0,315.4671485281044
32,Lock and Load Miami Machine Gun Experience,5.0,139.1065166245573
32,Italian Vice,5.0,2127.2985244454753
32,Kay's Cafe by Indulge MIA,5.0,871.21205138488
32,Taste of R Cuisine,5.0,484.16521962988486
32,Sandwicheries,5.0,32488.543682833955
32,Shukran Mediterranean Food,5.0,629.6687875843634
32,Minty Z - Midtown,5.0,788.8718546463734
32,The Crepes and Waffles Bar,5.0,285.67156494039205
32,LIRA Beirut eatery,5.0,870.3408735011383
32,V Gelato & Cafe,5.0,696.1802315422404
32,Organic Food Kings,5.0,526.2469506014484
32,Walt Grace Vintage,5.0,653.012557126728
32,Mamma Leone Bakery,5.0,409.0529661597413
32,Savage Labs,5.0,819.2416849279675
32,Ruka Winewood,5.0,287.21806867053965
32,La Bottega,5.0,656.4194663713204
32,Suite Habana Cafe,5.0,67.59655717213536
32,Cielito Artisan Pops,5.0,679.8571118530484
32,Fresh Kitchen Miami Midtown,5.0,601.868630665935
33,Farm To Fork Meals,5.0,3117.1152386868366
33,N by NAOE,5.0,1014.4983973012035
33,Almotti,5.0,27974.757998498706
33,Italian Vice,5.0,1407.2694134562462
33,El Vecino,5.0,659.9772977068457
33,Cindy Lou's Cookies,5.0,775.2090294438375
33,Paul S. Walker Urbanscape,5.0,626.873921874957
33,Miu’s Tea,5.0,1013.6654506685798
33,Manila Kantina,5.0,185.93678462046105
33,Mayu Miami,5.0,1258.9603451486598
33,Madda’s Place,5.0,460.1875721831789
33,Yann Couvreur Patisserie,5.0,241.17758581830142
33,Unique Designer's Cake,5.0,1047.3530581176321
33,Cucina Bambina,5.0,45932.88095362678
33,Luncheria,5.0,241.90517630424142
33,Kobschie's Ice Rolls,5.0,83351.72419169707
33,City Cigar Lounge,5.0,577.3183517459016
33,Shishkabob Mediterranean Cuisine,5.0,177.72782425002404
33,Suite Habana Cafe,5.0,2951.233412869972
33,George's Shawarma,5.0,17747.352405847407
34,Boni Bakery,5.0,13420.121944181235
34,Italian Vice,5.0,1037.4572801221352
34,El Vecino,5.0,766.9927589251105
34,Cindy Lou's Cookies,5.0,464.4901514952721
34,Paul S. Walker Urbanscape,5.0,233.9219625429915
34,Miu’s Tea,5.0,875.7498260149803
34,Manila Kantina,5.0,714.5072585769502
34,Mayu Miami,5.0,838.7108613773086
34,Madda’s Place,5.0,523.7020814870106
34,Yann Couvreur Patisserie,5.0,662.7604016474468
34,J9 Smoothie Bar and Grill,5.0,831.0799864972082
34,Unique Designer's Cake,5.0,925.6485769690893
34,Luncheria,5.0,663.1775304152012
34,City Cigar Lounge,5.0,249.1005807055166
34,Shishkabob Mediterranean Cuisine,5.0,736.290067866199
34,XO Espresso Bar,5.0,1034.4683057706861
34,Miss Mandel Bread,5.0,851.9914595200128
34,Pierogi One,5.0,1144.6574859449424
34,Sushisur Miami,5.0,903.334310029127
34,Tacos Sonora 305,4.5,1067.8282806798286
35,Cienfuegos Coffee,5.0,99.60489663042867
35,Braga Portuguese Restaurant,4.5,929.1982403417625
35,Cake Lounge Miami,4.5,626.7454547287765
35,Vizcaya Museum & Gardens,4.5,401.3406148688588
35,Gourmeat,4.5,744.4641075983174
35,American Museum of the Cuban Diaspora,4.5,534.7460195601388
35,Au Bon Pain,4.5,911.3609505284912
35,Cakeology by Erika,5.0,1118.0279034029
35,Asian Thai Kitchen,4.0,4060.2044160667156
35,Bocas Grill Brickell,4.0,866.6657977530645
35,D’Pura Cepa,4.0,743.026453684943
35,Vizcaya Museum Gift Shop & Cafe,4.0,401.3406148688588
35,Doggi's Arepa Bar,4.0,622.511734514025
35,Alice C. Wainwright Park,4.0,400.31402234859365
35,Designer Sweets,5.0,1040.594973345315
35,Buibakery,5.0,1040.594973345315
35,Waffle Cabin Miami,5.0,1118.0279034029
35,Juanchi's Burgers,4.0,635.7754798944668
35,Andale Miami,4.0,6411.618129298812
35,La Sagrada  Taqueria,4.5,5134.557737351458
36,Farm To Fork Meals,5.0,3011.5304344778247
36,Almotti,5.0,28194.768852532907
36,Italian Vice,5.0,1478.0992160994865
36,El Vecino,5.0,687.5163548400606
36,Cindy Lou's Cookies,5.0,895.4261833238996
36,Paul S. Walker Urbanscape,5.0,841.5862059784693
36,Manila Kantina,5.0,390.5456919815218
36,Madda’s Place,5.0,677.6842846228502
36,Yann Couvreur Patisserie,5.0,452.61850529685506
36,Unique Designer's Cake,5.0,1079.6624914859028
36,Cucina Bambina,5.0,45796.77180394563
36,Luncheria,5.0,453.19483512427104
36,Kobschie's Ice Rolls,5.0,83223.45609703167
36,City Cigar Lounge,5.0,758.477240572662
36,Shishkabob Mediterranean Cuisine,5.0,376.02437270451253
36,Suite Habana Cafe,5.0,2866.501946005918
36,George's Shawarma,5.0,17801.35665057338
36,XO Espresso Bar,5.0,941.1939318092845
36,Miss Mandel Bread,5.0,856.1045058934868
36,Pierogi One,5.0,763.7485131479864
37,N by NAOE,5.0,629.9818834804269
37,Italian Vice,5.0,1823.923381908501
37,El Vecino,5.0,1084.536495913329
37,Cindy Lou's Cookies,5.0,1174.3340542819083
37,Paul S. Walker Urbanscape,5.0,851.0005160917098
37,Miu’s Tea,5.0,910.2728141805101
37,Manila Kantina,5.0,367.6160487515495
37,Madda’s Place,5.0,573.1115311711035
37,Yann Couvreur Patisserie,5.0,407.1800878911097
37,Luncheria,5.0,406.61277708580053
37,City Cigar Lounge,5.0,917.6959461784371
37,Shishkabob Mediterranean Cuisine,5.0,348.6274477902546
37,XO Espresso Bar,5.0,530.23797716134
37,Miss Mandel Bread,5.0,518.5336287070807
37,SoBe Hookah - Brickell,5.0,980.2734376537754
37,DOM'S,4.5,1175.3054933323838
37,Tacos Sonora 305,4.5,688.1218706856765
37,Cruisin' Tikis Miami,4.5,410.031044294653
37,Skyviews Miami Observation Wheel,4.5,475.3629258927483
37,Atlantis Cafe,4.5,821.0270142913002
38,Farm To Fork Meals,5.0,2418.081014677283
38,Almotti,5.0,28329.989930401123
38,Italian Vice,5.0,1060.1857265656743
38,El Vecino,5.0,354.71545204157553
38,Cindy Lou's Cookies,5.0,727.1197498356728
38,Paul S. Walker Urbanscape,5.0,1069.9795627381936
38,Manila Kantina,5.0,870.7859620500592
38,Yann Couvreur Patisserie,5.0,907.1295982225804
38,Unique Designer's Cake,5.0,619.237355903799
38,Cucina Bambina,5.0,45237.22245723502
38,Luncheria,5.0,908.112608517455
38,Kobschie's Ice Rolls,5.0,82653.43310618073
38,City Cigar Lounge,5.0,841.6625276030037
38,Shishkabob Mediterranean Cuisine,5.0,869.2757666798218
38,Suite Habana Cafe,5.0,2259.9599901652973
38,George's Shawarma,5.0,17270.254871859386
38,Pierogi One,5.0,153.54701720242292
38,Howling Wolf Bar & Eatery,5.0,899.9324268263666
38,I'll Mix It Up,5.0,19035.363803597636
38,Sushisur Miami,5.0,536.0925046515385
39,Farm To Fork Meals,5.0,2166.7845977367806
39,Almotti,5.0,28696.140554487665
39,Italian Vice,5.0,1286.1165578383036
39,El Vecino,5.0,716.7404192994784
39,Cindy Lou's Cookies,5.0,1087.9145914798214
39,Unique Designer's Cake,5.0,865.189083440649
39,Cucina Bambina,5.0,44932.662571156354
39,Kobschie's Ice Rolls,5.0,82359.56003394723
39,City Cigar Lounge,5.0,1222.4762275879416
39,Suite Habana Cafe,5.0,2052.744283088989
39,George's Shawarma,5.0,17278.785651216418
39,Pierogi One,5.0,349.0171639263983
39,Howling Wolf Bar & Eatery,5.0,838.5469345636068
39,I'll Mix It Up,5.0,19384.459502304337
39,Sushisur Miami,5.0,798.1710824749189
39,Cachapa Star,5.0,13843.730352691011
39,Cruisin' Tikis Miami,4.5,977.2845627846859
39,Skyviews Miami Observation Wheel,4.5,908.7010454129481
39,Chef Allen's Farm to Table,4.5,325.9761665136894
39,Jaguar Sun,4.5,845.0596292746741
40,Boni Bakery,5.0,13527.767874834484
40,Farm To Fork Meals,5.0,3793.871142341902
40,Klean Sweets,5.0,975.539953209876
40,Lolita Restaurant,5.0,957.2114623175655
40,Dan the Cookie Man,5.0,39978.10749412881
40,Almotti,5.0,26832.965631348285
40,Cindy Lou's Cookies,5.0,1027.4567397156065
40,Paul S. Walker Urbanscape,5.0,548.0675326917216
40,Fye Stars,5.0,27962.262706610334
40,Miu’s Tea,5.0,567.938879175227
40,La Burguesa,5.0,24248.74909688159
40,Funnel Cake Miami,5.0,40192.62792743334
40,Manila Kantina,5.0,993.3872977828204
40,Mayu Miami,5.0,315.0621496708317
40,Reggae Beets Gourmet Food Truck,5.0,35720.636368586085
40,Madda’s Place,5.0,701.3495108735211
40,Momi Market,5.0,839.1920313784087
40,The Caribe Vegan,5.0,41377.21856633005
40,Yann Couvreur Patisserie,5.0,927.8531453447594
40,Vice City Bean Brickell,5.0,1149.159059924988
41,Incredible Kettle Corn,5.0,570.1690852065437
41,Taco Express,5.0,690.2207448363037
41,Farm To Fork Meals,5.0,5358.89006613304
41,Dan the Cookie Man,5.0,41523.46513970821
41,Almotti,5.0,26101.296268063998
41,Italian Vice,5.0,3137.9538670632783
41,Fye Stars,5.0,29562.685412088857
41,La Burguesa,5.0,23589.233975219493
41,Funnel Cake Miami,5.0,39635.15717043509
41,Reggae Beets Gourmet Food Truck,5.0,37292.442136182784
41,Momi Market,5.0,946.145467075856
41,The Caribe Vegan,5.0,42913.26825071665
41,Vice City Bean Brickell,5.0,915.2062418304678
41,Cucina Bambina,5.0,48200.97384792594
41,Ceviche Bowl,5.0,23842.26028101672
41,Gran Sierpe Pisco Bus Part Dos,5.0,802.6252946373676
41,Kobschie's Ice Rolls,5.0,85583.28877638422
41,Suite Habana Cafe,5.0,5130.399696840574
41,George's Shawarma,5.0,18699.01287601222
41,Dade Heritage Trust,5.0,878.8396269489037
42,Pretty Swell,5.0,828.1084355015527
42,INTIMO,4.5,737.3340436463244
42,South Pointe Park,4.5,220.16436419156102
42,Jewish Museum Of Florida-FIU,4.5,851.6006944627995
42,South Pointe Pier,4.5,257.3054633884355
42,Kalamata Mediterranean cuisine,4.5,1008.9409881631009
42,Ocean Kitchen,4.5,980.0948917879862
42,SoBe Vegan,4.5,719.2894514318027
42,Bentley Beach Club,4.5,511.4945973977405
42,Bentley Beach,5.0,494.2259181115713
42,Mehzcla Restaurant South Beach,4.5,875.4361892649666
42,Purple Lotus Kava Bar,4.5,347.708121341675
42,Abbalé Telavivian Kitchen,4.5,657.2718354553762
42,The Lobster Shack,4.5,351.89212489488665
42,The Den,4.5,575.8547308596657
42,Gelato-go South Beach,4.5,1001.2145235813002
42,Santorini By Georgios,4.5,494.43187533036456
42,Orilla Bar & Grill,4.5,1069.2543024349084
42,The Scape Goat,4.5,609.3224953971442
42,Prima Classe,4.5,730.3530910844735
43,Sobe Hookah At Park Central ,5.0,1076.3129209040885
43,Pretty Swell,5.0,641.4300461155185
43,INTIMO,4.5,279.6284529925804
43,Buon Pane Italiano Bakery,4.5,822.2353271277431
43,South Pointe Park,4.5,297.4659472104341
43,Jewish Museum Of Florida-FIU,4.5,593.0288156568943
43,South Pointe Pier,4.5,752.3610841409466
43,Kalamata Mediterranean cuisine,4.5,767.3815937266024
43,Under the Mango Tree,4.5,821.911168520221
43,Ocean Kitchen,4.5,832.3694352986015
43,SoBe Vegan,4.5,363.5749723108328
43,Bentley Beach Club,4.5,406.33842868528507
43,Badehäuschen,5.0,1011.577153890893
43,Bentley Beach,5.0,439.4858842532609
43,de lucia bakery,5.0,822.2353271277431
43,Mehzcla Restaurant South Beach,4.5,721.6942514813942
43,Purple Lotus Kava Bar,4.5,273.2164486886881
43,Dulce Vida Mexican Restaurant,4.5,941.2570840033165
43,Abbalé Telavivian Kitchen,4.5,179.02920173612605
43,The Lobster Shack,4.5,341.2852054813381
44,Sobe Hookah At Park Central ,5.0,780.3488775650379
44,Pretty Swell,5.0,351.36507826145436
44,INTIMO,4.5,378.569801833318
44,Il Dante Caffé,4.5,949.731046344935
44,Buon Pane Italiano Bakery,4.5,646.3935926857853
44,South Pointe Park,4.5,403.173206836275
44,Jewish Museum Of Florida-FIU,4.5,363.28130097539713
44,South Pointe Pier,4.5,736.2099280073433
44,Kalamata Mediterranean cuisine,4.5,524.5692996073896
44,Under the Mango Tree,4.5,659.2443113258986
44,La Ventana - Casa Latina 1986,4.5,963.0743820883355
44,Ocean Kitchen,4.5,525.774978000667
44,Esquina Cubana,4.5,877.4540331705614
44,SoBe Vegan,4.5,273.94406715645835
44,Bentley Beach Club,4.5,43.65049810551302
44,Badehäuschen,5.0,753.0534903241412
44,8th and Ocean,4.5,965.7710499155352
44,Bentley Beach,5.0,79.441369034209
44,de lucia bakery,5.0,646.3935926857853
44,PPole Pizza,4.5,861.9733758018697
45,Sobe Hookah At Park Central ,5.0,916.5320953559589
45,Pretty Swell,5.0,529.1185818742919
45,INTIMO,4.5,57.79570903354777
45,Il Dante Caffé,4.5,1078.7850536282617
45,Buon Pane Italiano Bakery,4.5,583.2112590835737
45,South Pointe Park,4.5,590.1321792986846
45,Jewish Museum Of Florida-FIU,4.5,436.4808032827171
45,South Pointe Pier,4.5,1037.1283409250047
45,Kalamata Mediterranean cuisine,4.5,585.7910118012674
45,Under the Mango Tree,4.5,574.6581368475435
45,La Ventana - Casa Latina 1986,4.5,985.5468623445918
45,Ocean Kitchen,4.5,706.8889423835609
45,Esquina Cubana,4.5,912.529200076633
45,SoBe Vegan,4.5,216.64304824742962
45,Bentley Beach Club,4.5,462.4304154353167
45,Badehäuschen,5.0,818.554805037224
45,8th and Ocean,4.5,1115.2906754796816
45,Bentley Beach,5.0,509.29595612401636
45,de lucia bakery,5.0,583.2112590835737
45,PPole Pizza,4.5,914.4086093037066
46,Sobe Hookah At Park Central ,5.0,592.1755231086945
46,Zeybek Mediterranean Cuisine,5.0,913.0992189610392
46,The Baked Bear,5.0,978.7123025619151
46,Malua Cozy Coffee,5.0,1240.7507518869165
46,Pretty Swell,5.0,170.5245907280186
46,INTIMO,4.5,435.7265764641183
46,Il Dante Caffé,4.5,761.4936417790574
46,Buon Pane Italiano Bakery,4.5,499.43827252003473
46,South Pointe Park,4.5,591.1023553714231
46,Jewish Museum Of Florida-FIU,4.5,219.4477266605987
46,South Pointe Pier,4.5,893.6932347719176
46,Kalamata Mediterranean cuisine,4.5,354.0163014511857
46,Under the Mango Tree,4.5,517.8234170685316
46,La Ventana - Casa Latina 1986,4.5,782.5471492777441
46,Ocean Kitchen,4.5,337.55416828387007
46,Esquina Cubana,4.5,696.6373726102726
46,SoBe Vegan,4.5,276.71105925216887
46,Meraki Gyro & Bakery,4.5,1220.6155939369853
46,Bentley Beach Club,4.5,151.87509152462934
46,GoGo Fresh SOBE,4.5,1273.3990973447549
47,Sobe Hookah At Park Central ,5.0,656.7384543539952
47,Zeybek Mediterranean Cuisine,5.0,959.0672629366278
47,Malua Cozy Coffee,5.0,1205.1077695888175
47,Pretty Swell,5.0,218.64004440047378
47,INTIMO,4.5,320.6036524429684
47,Il Dante Caffé,4.5,827.644621976119
47,Buon Pane Italiano Bakery,4.5,485.3039163963911
47,South Pointe Park,4.5,545.3898161537317
47,Jewish Museum Of Florida-FIU,4.5,204.4928849053796
47,South Pointe Pier,4.5,897.9165785055383
47,Kalamata Mediterranean cuisine,4.5,373.18486748529097
47,Under the Mango Tree,4.5,497.65215771287063
47,La Ventana - Casa Latina 1986,4.5,816.2525034799116
47,Ocean Kitchen,4.5,408.02582420125674
47,Esquina Cubana,4.5,731.5082551559275
47,SoBe Vegan,4.5,164.84862314190124
47,Meraki Gyro & Bakery,4.5,1188.066869429323
47,Bentley Beach Club,4.5,150.26548670490274
47,Badehäuschen,5.0,610.4471499665261
47,8th and Ocean,4.5,850.2934742912602
48,Sobe Hookah At Park Central ,5.0,796.1383618650609
48,Zeybek Mediterranean Cuisine,5.0,962.2869583661164
48,The Baked Bear,5.0,1023.1708969972774
48,Malua Cozy Coffee,5.0,850.3752756062478
48,Pretty Swell,5.0,521.2323999006236
48,Courtney's Cookies,4.5,937.7139576730342
48,INTIMO,4.5,304.8308159628104
48,Il Dante Caffé,4.5,938.6162387290921
48,Umbria Coffee Roasters,4.5,982.2881664621831
48,Midtown Creamery ,4.5,1197.050682718107
48,Buon Pane Italiano Bakery,4.5,398.90596725899593
48,South Pointe Park,4.5,853.5137807438706
48,Jewish Museum Of Florida-FIU,4.5,407.4279311312724
48,South Pointe Pier,4.5,1287.7667636688527
48,Kalamata Mediterranean cuisine,4.5,482.1672298818554
48,Under the Mango Tree,4.5,378.83453497779493
48,La Ventana - Casa Latina 1986,4.5,793.7957088445133
48,Ocean Kitchen,4.5,648.2873459130349
48,Esquina Cubana,4.5,733.8884520460563
48,Havana Vieja,4.5,1035.7215883731726
49,Sobe Hookah At Park Central ,5.0,841.2702660953801
49,Zeybek Mediterranean Cuisine,5.0,933.3777950629117
49,The Baked Bear,5.0,987.3187172555389
49,Delirio Tiki Bar by Swizzle,5.0,1263.7704539766028
49,Malua Cozy Coffee,5.0,665.7621916187746
49,Swizzle Rum Bar & Drinkery,5.0,1263.7704539766028
49,Pretty Swell,5.0,664.0501159195921
49,Courtney's Cookies,4.5,762.5903409874977
49,INTIMO,4.5,507.9147508128899
49,Safron Mediterranean Grill,4.5,1146.9871922020204
49,Bettant Bakery,4.5,1130.3976973502424
49,Il Dante Caffé,4.5,958.3096652625738
49,Umbria Coffee Roasters,4.5,792.2597612657521
49,Midtown Creamery ,4.5,1162.3673977841252
49,Buon Pane Italiano Bakery,4.5,431.1851637908772
49,South Pointe Park,4.5,1058.187709918517
49,Jewish Museum Of Florida-FIU,4.5,553.9401876348069
49,Kalamata Mediterranean cuisine,4.5,572.0681579573303
49,Under the Mango Tree,4.5,402.3091745406712
49,La Ventana - Casa Latina 1986,4.5,769.2905612743308
50,Sobe Hookah At Park Central ,5.0,494.1897764269943
50,Zeybek Mediterranean Cuisine,5.0,757.1388479844894
50,The Baked Bear,5.0,823.6533972192867
50,Malua Cozy Coffee,5.0,982.8281915302185
50,Pretty Swell,5.0,151.58349910334988
50,Courtney's Cookies,4.5,1034.233396000064
50,INTIMO,4.5,391.6808342199503
50,Safron Mediterranean Grill,4.5,998.9333062737708
50,Bettant Bakery,4.5,987.6906857413423
50,Il Dante Caffé,4.5,659.668622393849
50,Umbria Coffee Roasters,4.5,1122.0936203704875
50,Midtown Creamery ,4.5,982.2569485349437
50,Buon Pane Italiano Bakery,4.5,252.14073728375047
50,South Pointe Park,4.5,770.9581663659761
50,Jewish Museum Of Florida-FIU,4.5,42.01096337796668
50,Kalamata Mediterranean cuisine,4.5,167.81820058364806
50,Under the Mango Tree,4.5,265.52401659772755
50,La Ventana - Casa Latina 1986,4.5,603.4279324943606
50,Ocean Kitchen,4.5,289.9612049829091
50,Esquina Cubana,4.5,521.7574009253691
51,Ocoa's Breeze,5.0,880.4558377482879
51,Sobe Hookah At Park Central ,5.0,165.67487573894516
51,Osteria Positano,5.0,899.36410317738
51,Zeybek Mediterranean Cuisine,5.0,507.57355379303704
51,The Baked Bear,5.0,568.7884362949125
51,Delirio Tiki Bar by Swizzle,5.0,810.8133138504822
51,Malua Cozy Coffee,5.0,1069.8038721867345
51,Swizzle Rum Bar & Drinkery,5.0,810.8133138504822
51,Pretty Swell,5.0,301.2965096688392
51,Courtney's Cookies,4.5,1078.0052258472633
51,Miami Peach Museum,4.5,907.9412992318428
51,Corallo,4.5,944.8579748964225
51,INTIMO,4.5,777.708094980337
51,Safron Mediterranean Grill,4.5,726.3011059424197
51,Bettant Bakery,4.5,720.58326842446
51,Il Dante Caffé,4.5,326.41244101069486
51,Midtown Creamery ,4.5,688.3336263685685
51,Buon Pane Italiano Bakery,4.5,403.7733126122573
51,Jewish Museum Of Florida-FIU,4.5,378.9552860566456
51,Kalamata Mediterranean cuisine,4.5,260.1482720302872
52,Ocoa's Breeze,5.0,681.6302693047328
52,Sobe Hookah At Park Central ,5.0,107.20857343961772
52,Osteria Positano,5.0,693.2714003145908
52,Zeybek Mediterranean Cuisine,5.0,345.0676180893745
52,The Baked Bear,5.0,395.21283093011243
52,Delirio Tiki Bar by Swizzle,5.0,605.7196491147192
52,Swizzle Rum Bar & Drinkery,5.0,605.7196491147192
52,Pretty Swell,5.0,515.5371601211118
52,Courtney's Cookies,4.5,1036.22658471364
52,Miami Peach Museum,4.5,706.2740455100252
52,Corallo,4.5,738.2655675456266
52,The Betsy Orb,4.5,938.3892223444163
52,Limoncello Miami,4.5,907.3204948553966
52,INTIMO,4.5,979.3070350109411
52,Safron Mediterranean Grill,4.5,532.5297069158331
52,Bettant Bakery,4.5,529.7702578859216
52,Il Dante Caffé,4.5,126.88161386520228
52,Midtown Creamery ,4.5,486.0557074457134
52,Buon Pane Italiano Bakery,4.5,518.7748092173123
52,Jewish Museum Of Florida-FIU,4.5,580.4626905316953
53,Ocoa's Breeze,5.0,427.56529722015637
53,Sobe Hookah At Park Central ,5.0,329.0951005546567
53,Osteria Positano,5.0,431.41007499290066
53,Zeybek Mediterranean Cuisine,5.0,213.00969115496335
53,Calista Taverna,5.0,910.8170681924453
53,The Baked Bear,5.0,217.6931789492193
53,Delirio Tiki Bar by Swizzle,5.0,345.57727739340766
53,Swizzle Rum Bar & Drinkery,5.0,345.57727739340766
53,Pretty Swell,5.0,766.9897657669853
53,Sushi  Bar - Miami Beach,5.0,855.1449243813234
53,Nettuno Oysters & Seafood,5.0,942.1763530538053
53,Courtney's Cookies,4.5,978.6204791625632
53,Pane & Vino,4.5,896.9626016063633
53,The Drexel,4.5,882.2794767707709
53,The Lifeguard by Edwar Simal,4.5,794.0899644961019
53,Pompei Osteria Napoletana - Numero 28,4.5,872.0049610108995
53,Miami Peach Museum,4.5,448.5861929933093
53,Corallo,4.5,475.76369855471455
53,The Betsy Orb,4.5,675.3460992527652
53,Espanolita,4.5,888.8606693209675
54,Ocoa's Breeze,5.0,322.9844237818019
54,Sobe Hookah At Park Central ,5.0,526.657397727629
54,Osteria Positano,5.0,295.7964365059825
54,Zeybek Mediterranean Cuisine,5.0,343.9459814473641
54,Calista Taverna,5.0,777.5973614934521
54,The Baked Bear,5.0,308.4706982611974
54,Delirio Tiki Bar by Swizzle,5.0,230.744276779787
54,Swizzle Rum Bar & Drinkery,5.0,230.744276779787
54,LUR,5.0,1035.6774732760118
54,Pretty Swell,5.0,963.4558799355544
54,Sushi  Bar - Miami Beach,5.0,702.1461672187249
54,Nettuno Oysters & Seafood,5.0,786.0570055708419
54,Pane & Vino,4.5,742.2242943635183
54,The Drexel,4.5,747.9326676147609
54,The Lifeguard by Edwar Simal,4.5,636.5657677055733
54,Pompei Osteria Napoletana - Numero 28,4.5,728.2437883723865
54,Miami Peach Museum,4.5,329.17002468092124
54,Corallo,4.5,333.00585858300786
54,The Betsy Orb,4.5,487.9664376258658
54,Espanolita,4.5,747.0276519638671
55,The Guacamole House,5.0,910.1654949344799
55,Ocoa's Breeze,5.0,234.2954845511897
55,Farm To Fork Meals,5.0,6664.713044585908
55,Dan the Cookie Man,5.0,38006.72159946616
55,Almotti,5.0,33351.927870813015
55,Sobe Hookah At Park Central ,5.0,707.2447703952281
55,MILA Omakase,5.0,1117.5216874085147
55,Osteria Positano,5.0,172.2340659423717
55,Zeybek Mediterranean Cuisine,5.0,466.4481644871171
55,Fye Stars,5.0,28438.25485236925
55,La Burguesa,5.0,30870.8131081127
55,Calista Taverna,5.0,613.5151839404733
55,Funnel Cake Miami,5.0,46930.895305890066
55,The Baked Bear,5.0,411.4885805559134
55,Delirio Tiki Bar by Swizzle,5.0,170.6804362306188
55,Reggae Beets Gourmet Food Truck,5.0,34324.246447568556
55,Swizzle Rum Bar & Drinkery,5.0,170.6804362306188
55,The Caribe Vegan,5.0,39240.243654927115
55,Cucina Bambina,5.0,45433.425180275255
55,LUR,5.0,856.8286652546476
56,Water Lion Wine + Alchemy,5.0,736.1699840408534
56,The Guacamole House,5.0,627.7052244949663
56,Ocoa's Breeze,5.0,368.5231272383061
56,Farm To Fork Meals,5.0,6608.895113692817
56,Dan the Cookie Man,5.0,37721.53223375521
56,Almotti,5.0,33530.8342871891
56,Sobe Hookah At Park Central ,5.0,993.4581184690728
56,MILA Omakase,5.0,945.116639261888
56,Osteria Positano,5.0,304.4480256827088
